"player","birthDate","height","position"
"http://dbpedia.org/resource/Cem_Atan","1985-6-30","184.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Charlie_Howard_(footballer)",1989-11-26,"182.88","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Chris_Clark_(footballer,_born_1980)",1980-09-15,"170.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Chris_Clark_(footballer,_born_1980)","1980-9-15","170.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Chris_Clark_(footballer,_born_1984)",1984-06-09,"180.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Chris_Clark_(footballer,_born_1984)","1984-6-9","180.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Chris_Eagles",1985-11-19,"182.88","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Collin_Abranches",1991-12-12,"170.0","http://dbpedia.org/resource/Midfielder_(association_football)"
"http://dbpedia.org/resource/Collin_Abranches",1991-12-12,"170.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Collin_Benjamin",1978-08-03,"182.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Collin_Benjamin","1978-8-3","182.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Collin_Quaner",1991-06-18,"191.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Collin_Quaner","1991-6-18","191.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Collin_van_Eijk",1991-08-29,"191.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Collin_van_Eijk","1991-8-29","191.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Craig_Taylor_(footballer)",1974-01-24,"185.42","http://dbpedia.org/resource/Central_defender"
"http://dbpedia.org/resource/Craig_Taylor_(footballer)","1974-1-24","185.42","http://dbpedia.org/resource/Central_defender"
"http://dbpedia.org/resource/Csaba_Horváth_(footballer)",1982-05-02,"190.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Csaba_Horváth_(footballer)","1982-5-2","190.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Damien_Pottinger",1982-01-17,"177.8","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Damien_Pottinger","1982-1-17","177.8","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Darko_Horvat",1973-05-19,"190.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Darko_Horvat","1973-5-19","190.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Davi_Banda",1983-12-29,"174.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Davi_Cortes_da_Silva",1963-11-19,"181.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Davi_José_Silva_do_Nascimento",1984-03-10,"183.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Davi_José_Silva_do_Nascimento","1984-3-10","183.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Davi_Rodrigues_de_Jesus",1984-04-06,"175.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Davi_Rodrigues_de_Jesus","1984-4-6","175.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/David_Sinclair_(footballer,_born_1969)",1969-10-06,"180.34","http://dbpedia.org/resource/Defender_(football)"
"http://dbpedia.org/resource/David_Sinclair_(footballer,_born_1969)","1969-10-6","180.34","http://dbpedia.org/resource/Defender_(football)"
"http://dbpedia.org/resource/David_Sinclair_(footballer,_born_1990)",1990-07-23,"175.26","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/David_Sinclair_(footballer,_born_1990)","1990-7-23","175.26","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Demba_Touré",1984-12-31,"182.0","http://dbpedia.org/resource/Striker_(association_football)"
"http://dbpedia.org/resource/Denis_Popov",1979-02-04,"189.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Denis_Popov","1979-2-4","189.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Dimitar_Popov",1970-02-27,"193.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Dimitar_Popov","1970-2-27","193.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Doudou_Touré",1991-12-29,"187.96","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Eddie_Flynn",1919-11-05,"182.245","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Eddie_Flynn","1919-11-5","182.245","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Eddie_Soto",1972-06-14,"177.8","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Eddie_Soto","1972-6-14","177.8","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Eduard_Popov",1988-04-06,"174.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Eduard_Popov",1988-04-06,"174.0","http://dbpedia.org/resource/Striker_(association_football)"
"http://dbpedia.org/resource/Eduard_Popov","1988-4-6","174.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Eduard_Popov","1988-4-6","174.0","http://dbpedia.org/resource/Striker_(association_football)"
"http://dbpedia.org/resource/Elkin_Soto",1980-08-04,"178.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Elkin_Soto","1980-8-4","178.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Faton_Popova",1984-12-22,"172.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Florin_Ilie",1992-06-18,"188.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Florin_Ilie","1992-6-18","188.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Francisco_Flores_(Venezuelan_footballer)",1990-04-30,"178.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Francisco_Flores_(Venezuelan_footballer)","1990-4-30","178.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Franck_Turpin",1977-01-27,"181.0","http://dbpedia.org/resource/Defender_(football)"
"http://dbpedia.org/resource/Franck_Turpin","1977-1-27","181.0","http://dbpedia.org/resource/Defender_(football)"
"http://dbpedia.org/resource/Germán_Carty",1968-07-16,"180.0","http://dbpedia.org/resource/Striker_(association_football)"
"http://dbpedia.org/resource/Germán_Carty","1968-7-16","180.0","http://dbpedia.org/resource/Striker_(association_football)"
"http://dbpedia.org/resource/Goran_Popov",1984-10-02,"189.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Goran_Popov",1984-10-02,"189.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Goran_Popov","1984-10-2","189.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Goran_Popov","1984-10-2","189.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Hem_Simay",1987-12-06,"178.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Hem_Simay","1987-12-6","178.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Hristian_Popov",1990-02-05,"183.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Hristian_Popov","1990-2-5","183.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Ian_Araneta",1982-03-02,"177.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Ian_Araneta","1982-3-2","177.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Ibrahim_Touré_(footballer,_born_1985)",1985-09-27,"189.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Ibrahim_Touré_(footballer,_born_1985)","1985-9-27","189.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Ibrahima_Touré",1985-12-17,"188.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Ilie_Baicu",1974-12-05,"170.0","http://dbpedia.org/resource/Left_back"
"http://dbpedia.org/resource/Ilie_Baicu","1974-12-5","170.0","http://dbpedia.org/resource/Left_back"
"http://dbpedia.org/resource/Ilie_Balaci",1956-09-13,"171.0","http://dbpedia.org/resource/Playmaker"
"http://dbpedia.org/resource/Ilie_Balaci","1956-9-13","171.0","http://dbpedia.org/resource/Playmaker"
"http://dbpedia.org/resource/Ilie_Bărbulescu",1957-06-24,"175.0","http://dbpedia.org/resource/Left_defender"
"http://dbpedia.org/resource/Ilie_Bărbulescu","1957-6-24","175.0","http://dbpedia.org/resource/Left_defender"
"http://dbpedia.org/resource/Ilie_Cebanu",1986-12-29,"189.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Ilie_Iordache",1985-03-23,"178.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Ilie_Iordache","1985-3-23","178.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Ilie_Stan",1967-10-17,"177.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Ilie_Subășeanu",1906-06-06,"176.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Ilie_Subășeanu","1906-6-6","176.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Ilie_Sánchez",1990-11-21,"181.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Ivelin_Popov",1987-10-26,"182.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Ivelin_Popov",1987-10-26,"182.0","http://dbpedia.org/resource/Right_Winger"
"http://dbpedia.org/resource/Jan_Frederiksen",1982-06-20,"181.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Jan_Frederiksen","1982-6-20","181.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Jason_Byrne_(footballer)",1978-02-23,"180.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Jason_Byrne_(footballer)","1978-2-23","180.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Joel_Soto",1982-04-09,"173.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Joel_Soto","1982-4-9","173.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/John_Alexander_(footballer,_born_1985)",1985-09-24,"182.88","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/John_Alexander_(footballer,_born_1985)","1985-9-24","182.88","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/John_Gannon_(footballer)",1966-12-18,"175.26","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/John_Johnston_(footballer,_born_1878)",1876-07-12,"172.72","http://dbpedia.org/resource/Wing_half"
"http://dbpedia.org/resource/John_Johnston_(footballer,_born_1878)","1878-1-1","172.72","http://dbpedia.org/resource/Wing_half"
"http://dbpedia.org/resource/Jorge_Soto_(footballer)",1971-10-27,"178.0","http://dbpedia.org/resource/Midfielder_(association_football)"
"http://dbpedia.org/resource/José_Manuel_Rojas_Olmedo",1987-04-10,"191.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/José_Manuel_Rojas_Olmedo","1987-4-10","191.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Juli_(footballer)",1981-08-09,"170.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Juli_(footballer)","1981-8-9","170.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Keith_Alexander_(footballer)",1956-11-14,"182.88","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Keith_Weller",1946-06-11,"170.18","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Keith_Weller",1946-06-11,"170.18","http://dbpedia.org/resource/Striker_(association_football)"
"http://dbpedia.org/resource/Keith_Weller","1946-6-11","170.18","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Keith_Weller","1946-6-11","170.18","http://dbpedia.org/resource/Striker_(association_football)"
"http://dbpedia.org/resource/Kenza_Dali",1991-07-31,"165.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Kenza_Dali","1991-7-31","165.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Kolo_Touré",1981-03-19,"178.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Kolo_Touré","1981-3-19","178.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Kunio_Kitamura",1968-08-04,"177.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Kunio_Kitamura",1968-08-04,"177.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Kunio_Kitamura","1968-8-4","177.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Kunio_Kitamura","1968-8-4","177.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Kunio_Nagayama",1970-09-16,"171.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Kunio_Nagayama","1970-9-16","171.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Larsen_Touré",1984-07-20,"183.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Larsen_Touré",1984-07-20,"183.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Larsen_Touré","1984-7-7","183.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Larsen_Touré","1984-7-7","183.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Leo_Cullen_(soccer)",1976-02-28,"177.8","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Leo_Cullen_(soccer)","1976-2-28","177.8","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Leonel_Olmedo",1981-04-08,"178.0","http://dbpedia.org/resource/Defender_(football)"
"http://dbpedia.org/resource/Leonel_Olmedo","1981-4-8","178.0","http://dbpedia.org/resource/Defender_(football)"
"http://dbpedia.org/resource/Lucas_Mario_Horvat",1985-10-13,"178.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Mads_Laudrup",1989-02-09,"169.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Mads_Laudrup","1989-2-9","169.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Malik_Hebbar",1973-10-06,"178.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Malik_Hebbar","1973-10-6","178.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Mark_Phillips_(footballer)",1982-09-02,"187.96","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Mark_Phillips_(footballer)","1982-1-27","187.96","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Michael_Flynn_(footballer)",1980-10-17,"177.8","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Michael_Flynn_(footballer)","1980-10-7","177.8","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Michael_Gordon_(footballer)",1984-11-10,"167.64000000000001","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Michael_Laudrup","1964-6-15","183.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Michael_O'Halloran_(footballer)",1991-01-06,"180.34","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Michael_O'Halloran_(footballer)","1991-1-6","180.34","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Mike_Flynn_(footballer)",1969-02-23,"185.42","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Mike_Flynn_(footballer)","1969-2-23","185.42","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Mitch_Ward",1971-06-19,"172.72","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Mitch_Ward","1971-6-19","172.72","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Mwape_Miti",1973-05-24,"182.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Mwape_Miti","1973-5-24","182.0","http://dbpedia.org/resource/Forward_(association_football)"
"http://dbpedia.org/resource/Nico_Hillenbrand",1987-05-25,"182.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Nico_Hillenbrand","1987-5-25","182.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Nicolás_Olmedo",1983-03-10,"183.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Nicolás_Olmedo","1983-3-10","183.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Omar_Gaber",1992-01-30,"174.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Omar_Gaber",1992-01-30,"174.0","http://dbpedia.org/resource/Right_Back"
"http://dbpedia.org/resource/Omar_Gaber","1992-1-30","174.0","http://dbpedia.org/resource/Midfielder"
"http://dbpedia.org/resource/Omar_Gaber","1992-1-30","174.0","http://dbpedia.org/resource/Right_Back"
"http://dbpedia.org/resource/Rafael_Dudamel",1973-01-07,"187.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Rafael_Dudamel","1973-1-7","187.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Rafael_Scheidt",1976-02-10,"183.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Rafael_Scheidt","1976-2-10","183.0","http://dbpedia.org/resource/Defender_(association_football)"
"http://dbpedia.org/resource/Raman_Astapenka",1980-03-10,"193.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Raman_Astapenka","1980-3-10","193.0","http://dbpedia.org/resource/Goalkeeper_(association_football)"
"http://dbpedia.org/resource/Raman_Kirenkin",1981-02-20,"192.0","http://dbpedia.org/resource/Defender_(football)"
"http://dbpedia.org/resource/Raman_Kirenkin","1981-2-20","192.0","http://dbpedia.org/resource/Defender_(football)"
"http://dbpedia.org/resource/Raman_Patrick_Sisupalan",1980-07-04,"152.4","http://dbpedia.org/resource/Midfielder_(association_football)"
"http://dbpedia.org/resource/Raman_Patrick_Sisupalan","1981-8-20","152.4","http://dbpedia.org/resource/Midfielder_(association_football)"
